name,address,rating,number_of_reviews,affluence
রিয়াজ stor,"Alikadam - Thanchi Rd, Alikadam, Bangladesh",1.0,1.0,0.0
বনফুল আলীকদম,"J8W5+H65, Alikadam, Bangladesh",3.5,2.0,0.0
মেসার্স আবুল কালাম ট্রেডার্স,"M837+6W2, Alikadam, Bangladesh",0.0,0.0,0.0
শিহাব ম্যানসন,"Lama - Alikadam Rd, Alikadam, Bangladesh",0.0,0.0,0.0
লোহাগাড়া হোটেল,"Lama - Alikadam Rd, Alikadam, Bangladesh",3.0,2.0,0.0
BISMILLAH HOTEL,"bazar, Alikadam, Bangladesh",3.0,5.0,0.0
The Damtua Inn (Hotel & Restaurant),"Alikadam, Bangladesh",4.2,181.0,0.0
Lablu's Kitchen with Lawbiot,"56XC+Q9G, Bandarban, Bangladesh",4.6,12.0,0.0
Green Prairie Restaurant,"infront of main post office, chimbuk road, hafej ghona, shadar,, বান্দরবান, Bangladesh",3.8,70.0,0.0
Kazi's Dine & Kabab Factory,"Rangamati - Bandarban Rd, Bandarban, Bangladesh",4.0,80.0,0.0
New Bomangthang Restaurant,"56XC+PHF, Bandarban, Bangladesh",4.2,14.0,1.0
"বংডঃ ফাস্ট ফুড, মুন্ডি এন্ড কাবাব হাউস","Ujani Para Buddhist Temple, বান্দরবান, Bangladesh",4.2,65.0,1.0
Nilachol Restaurant,"56W9+M55, Bandarban, Bangladesh",4.0,115.0,0.0
নীলাচল রেস্তোরাঁ,"2 No. Goli Rd, Bandarban, Bangladesh",5.0,2.0,0.0
Kalapata Resturant,"Bus Station Main Road, Bandarban 4600, Bangladesh",3.9,230.0,0.0
পিপাসা হোটেল এন্ড রেস্টুরেন্ট,"Collage Rd, Bandarban, Bangladesh",5.0,1.0,0.0
Q-Bistro,"56V9+QWP, Bandarban, Bangladesh",0.0,0.0,0.0
নিউ ভাই ভাই হোটেল এন্ড রেস্টুরেন্ট,"উপজেলা মডেল মসজিদ, Bandarban 4660, Bangladesh",0.0,0.0,0.0
တို့ဇား ထမောင်း ခိုင်,"56XC+QJF, Bandarban, Bangladesh",5.0,2.0,0.0
Cafeteria,"Bandarban District, Bandarban 4600, Bangladesh",5.0,1.0,0.0
হোটেল এ অামিরাবাদ এন্ড বিরাণী হাউস,"Bazer, 3 No. Goli Rd, Bandarban 4600, Bangladesh",0.0,0.0,0.0
কুঁড়েঘর রেষ্টুরেন্ট Kureghar Restaurant,"56XC+9CJ, Bandarban, Bangladesh",0.0,0.0,0.0
ဗိုလ်မင်းထောင် ထမောင်း ဆိုင်,"56XC+PHH, Bandarban, Bangladesh",0.0,0.0,0.0
foodies,"Don Bosco High School Rd, Bandarban, Bangladesh",0.0,0.0,0.0
রুপোশী বাংলা,"56V8+44X, Bandarban, Bangladesh",3.5,4.0,0.0
Jungle cafeteria,"Bandarban - Rowangchhari Rd, Bandarban, Bangladesh",5.0,8.0,0.0
Kong Rong Mundi Restaurent,"56XC+GM7, Bandarban, Bangladesh",4.1,50.0,1.0
Meghdoot Cafe & Restaurant,"Bandarban, Bangladesh",3.8,69.0,0.0
Hill View Restaurant,"Main station road, Bandarban 4200, Bangladesh",4.0,95.0,0.0
Tohzah Restaurant,"56XC+MJR, Bandarban, Bangladesh",3.7,119.0,1.0
Cup of Joy,"Sadar Rd, Bandarban, Bangladesh",4.0,78.0,0.0
বাশপতা রেস্টুরেন্ট - Bashpata Restaurant,"56V7+369, Bandarban, Bangladesh",0.0,0.0,0.0
পিরিতি রেস্টুরেন্ট,"56XC+QM4, Bandarban, Bangladesh",4.5,2.0,0.0
Jojo' mundi and kabab,"Unnamed Road, Bandarban, Bangladesh",3.0,3.0,0.0
Bonoful resturand and co.,"Mosjid Rd, Bandarban, Bangladesh",0.0,0.0,0.0
Feast Restaurant,"Islampur Rd, Bandarban, Bangladesh",3.5,59.0,0.0
JUMMO RESTAURANT,"Unnamed Road, Bandarban, Bangladesh",3.0,2.0,0.0
Md. Main(sowkat),"New gulshan Rd, Bandarban, Bangladesh",0.0,0.0,0.0
A&U readytoeat,"Bandarban 4600, Bangladesh",0.0,0.0,0.0
Choruivati Restaurant,"56WC+W27, Bandarban, Bangladesh",3.7,141.0,0.0
Block Leader Mundi House,"56XC+HCX, Bandarban, Bangladesh",5.0,1.0,0.0
তাজিংডং রেস্তোরাঁ,"56V8+WVM, Bandarban, Bangladesh",3.7,304.0,2.0
zam zam hotel resturant and birani how's,"Bandarban sadr Bandarban sadr Bandarban sadr Bandarban sadr, Bandarban 4600, Bangladesh",0.0,0.0,0.0
Food Place,"FOOD PLACE,, বান্দরবান, Bangladesh",3.8,15.0,0.0
New Poushe Restaurant,"56W9+P2M, Bandarban, Bangladesh",3.0,4.0,0.0
Kazifarms Kitchen,"Holding: R/49B Mosjid Rd, Bandarban 4600, Bangladesh",4.1,15.0,0.0
Hill View Restaurant,"Islampur Rd, Bandarban, Bangladesh",3.7,132.0,0.0
Hotel Super Star Biriyani House & Restaurant,"Caowl Bazar Rd, Bandarban, Bangladesh",3.8,10.0,0.0
wild cafe,"56V9+CFH, Bandarban, Bangladesh",0.0,0.0,0.0
কাজল মুন্ডি হাউস,"Bazar, Bandarban, Bangladesh",3.0,2.0,0.0
zovi restaurant,"Banorupa Para Rd, Bandarban, Bangladesh",3.8,10.0,0.0
বন্দু মিলন রেস্টুরেন্ট এন্ড বিরায়ানি হাউস,"রেইছা বাজার,শহিদ মিনার সংলগ্ন।পি টি আই, Bandarban, Bangladesh",0.0,0.0,0.0
Modern Food Center,"56W9+JG3, Bandarban, Bangladesh",4.0,3.0,0.0
Al Madina Restaurent,"Roanchhari Bazar Road, Bandarban 4610, Bangladesh",0.0,0.0,0.0
Daruchini restaurant,"Sadar Rd, Bandarban, Bangladesh",4.5,2.0,0.0
Govinda's Restaurant,"56W9+F4P, Bandarban, Bangladesh",3.7,14.0,0.0
শাহ মজিদিয়া সাতকানিয়া হোটেল এন্ড রেস্টুরেন্ট,"Rangamati - Bandarban Rd, Bandarban, Bangladesh",5.0,1.0,0.0
BISB,"6674+FCF, Bandarban, Bangladesh",5.0,1.0,0.0
Lobiot Restaurant,"56XC+Q7G, Bandarban, Bangladesh",4.3,6.0,0.0
Tha Jing Dong Cafe,"56V8+PHV, Bandarban, Bangladesh",3.8,237.0,0.0
Ching Restaurant(Mundi Shop),"56X9+HMG, Bandarban, Bangladesh",4.9,9.0,0.0
Nilambori Canteen,"R161, Bandarban, Bangladesh",0.0,0.0,0.0
Sompriti Restaurant,"Maddhyam Para, বান্দরবান, Bangladesh",0.0,0.0,0.0
media vat ghor,"Mosjid Rd, Bandarban, Bangladesh",5.0,2.0,0.0
জাফরান রেস্তোরাঁ,"56W9+JG3, Bandarban, Bangladesh",4.1,8.0,0.0
বোম্যাথং,"56V9+CFH, Bandarban, Bangladesh",0.0,0.0,0.0
Taskin Hotel and Restaurant,"Army Para Rd, Bandarban, Bangladesh",4.0,1.0,0.0
Maa Studio B,"Chattogram 4640, Bangladesh",0.0,0.0,0.0
New Bonorupa Hotel,"Q5HW+43J, Lama, Bangladesh",0.0,0.0,0.0
Arambag Hotel,"লামা-আলীকদম রোড লামা বাজার,২নং ওয়ার্ড, লামা পৌরসভা লামা উপজেলা, বান্দরবান জেলা, চট্টগ্রাম বিভাগ।, Lama 4640, Bangladesh",4.3,10.0,0.0
ক্যান্টিন,"Q5GQ+RXX, Bangladesh",4.8,9.0,0.0
LFC,"Lama - Ruposhi Para Road, Lama, Bangladesh",3.8,4.0,0.0
বিসমিল্লাহ ফাস্ট ফুড রেস্তোরাঁ,"Q5FW+H6C, Lama, Bangladesh",3.5,2.0,0.0
চৌধুরী বাংলো,"Q6V8+297, Bangladesh",4.5,2.0,0.0
Kader tea house,"Q655+V9W, Bangladesh",0.0,0.0,0.0
চৌরঙ্গী হোটেল এন্ড রেস্টুরেন্ট,"Lama - Sualok Road, Lama, Bangladesh",4.3,12.0,0.0
মাতামুহুরি ফুডস্ কর্নার,"Q5GV+XPM, Lama, Bangladesh",0.0,0.0,0.0
Bismillaah Rice House,"Q5FW+G5M, Lama, Bangladesh",2.6,7.0,0.0
ম্রো হোটেল,"Q5GV+MW6, Lama, Bangladesh",0.0,0.0,0.0
মেহমান হোটেল,"Q5GV+HVC, Lama, Bangladesh",5.0,1.0,0.0
"কুটুমবাড়ী রেস্টুরেন্ট লামা,বান্দরবান","লামা কোর্ট সংলগ্ন প্রেস ক্লাব এর সামনে, লামা বাজার।, Main Road Lama - Alikadam Rd, Lama 4640, Bangladesh",3.6,82.0,2.0
অতিথি রেস্টুরেন্ট উপবন নাইক্ষংছড়ি পর্যটন কেন্দ্র,"C5FC+4WR, Naikhongchari, Bangladesh",5.0,2.0,0.0
নিউ ভাই ভাই হোটেল এন্ড রেষ্টুরেন্ট,"C5GH+XG, Naikhongchari, Bangladesh",5.0,2.0,0.0
জালাল হোটেল এন্ড রেস্টুরেন্ট,"Garjania, Bangladesh",4.0,1.0,0.0
Nafi Hotel & Restaurant,"Bangladesh-Myanmar Friendship Road, Betbunia Bazar, Ghumdhum, নাইক্ষ্যংছড়ি উপজেলা, Bangladesh",0.0,0.0,0.0
কুটুমবাড়ি রেষ্টুরেন্ট,"Upazila Kobir tawar, Naikhongchari 4660, Bangladesh",4.1,16.0,0.0
বাঁকখালী রেস্টুরেন্ট এন্ড গ্রীল হাউস,"গর্জনিয়া, Bangladesh",5.0,1.0,0.0
ফুলের কলি কোয়ালিফাই আইসবার,"C5PH+2GX, Bangladesh",0.0,0.0,0.0
জিয়া হোটেল,"C5HJ+257, Naikhongchari, Bangladesh",4.0,2.0,0.0
Hotel Al Amin,"C5HH+8RW, Naikhongchari, Bangladesh",5.0,2.0,0.0
Al Amin Resturent And Sweetmeet,"main road, Naikhongchari, Bangladesh",5.0,1.0,0.0
Maira Digital Resturant,"Unnamed Road, Naikhongchari, Bangladesh",4.5,2.0,0.0
New Hotel Sheraton & Birani House,"Unnamed Road, Naikhongchari, Bangladesh",5.0,2.0,0.0
ফুচকা হাউজ,"R 403892002, Roangchari, Bangladesh",5.0,1.0,0.0
র:খইং খ্যং রেস্টুরেন্ট,"R 403892002, Roangchari, Bangladesh",0.0,0.0,0.0
শাহ জব্বারিয়া হোটেল এন্ড রেস্টুরেন্ট,"58FP+VQX, Rowangchhari, Bangladesh",4.2,18.0,0.0
জগদীশ পাহাড়ী হোটেল Jagadish Pahari Hotel,"R 403892002, Roangchari, Bangladesh",1.5,2.0,0.0
দেবতাকুম রিসোর্ট,"69R7+3X8, কচ্ছপতলী, Bangladesh",0.0,0.0,0.0
আমিরাবাদ ভাত ঘর,"Ruma Rd, Ruma, Bangladesh",0.0,0.0,0.0
Kashban Vatghar(কাশবন ভাতঘর),"Ruma Rd, Ruma, Bangladesh",0.0,0.0,0.0
বড়ুয়া টি হাউস,"Ruma Rd, Ruma, Bangladesh",4.0,2.0,0.0
Al Madina Hotel,"Ruma Rd, Ruma, Bangladesh",0.0,0.0,0.0
Zomi Resort and Restaurant,"Ruma Rd, Ruma, Bangladesh",3.8,33.0,0.0
মক্কা হোটেল এন্ড রেস্টুরেন্ট,"RC8Q+R86, Thanchi, Bangladesh",0.0,0.0,0.0
পদ্ম ঝিড়ি রেষ্টুরেন্ট এন্ড জুসবার,"RC8Q+C53, Thanchi, Bangladesh",3.7,7.0,0.0
জলপাই রেস্তোরাঁ,"৩নং থানচি বাস স্টেশন, Thanchi, Bangladesh",0.0,0.0,0.0
সাতকানিয়া ভাতঘর,"RC7Q+R8G, Thanchi, Bangladesh",4.0,1.0,0.0
পেটুক,"Thanchi Bridge, Thanchi, Bangladesh",4.3,7.0,0.0
শৈলপ্রান্ত হোটেল এন্ড রেস্টুরেন্ট,"Thanchi, Bangladesh",3.0,1.0,0.0
Food Corner,"Bridge, Thanchi, Bangladesh",3.9,10.0,0.0
টং মা হাং রেস্টুরেন্ট,"RC8Q+5CH, Thanchi, Bangladesh",3.5,8.0,0.0
Petuk resturant,"Bandarban - Thanchi Rd, Thanchi, Bangladesh",4.5,2.0,0.0
তাজিংডং হোটেল (রেস্টুরেন্ট),"RC7Q+R9G, Thanchi, Bangladesh",4.4,5.0,0.0
Madina Hotel and Restaurant,"Bandarban - Thanchi Rd, Thanchi, Bangladesh",3.2,6.0,0.0
The Hotel Discovery Thanchi দি হোটেল ডিসকভারি থানচি,"Thanchi Bazar Road , Near the Mosque, থানচি, Bangladesh",4.5,69.0,0.0
La চাঁদপুইরা,"Road, Chandpur 3600, Bangladesh",4.4,10.0,0.0
রসুইঘর রেষ্টুরেন্ট এন্ড পার্টি সেন্টার,"Haji Mohsin Rd, Chandpur 3600, Bangladesh",4.7,818.0,2.0
Al Imran Restaurant & Kabab House,"Hajimoushin Road, Near Matripith School চাঁদপুর, Chandpur 3600, Bangladesh",3.9,290.0,2.0
Meet & Eat,"Near Chaya Bani mor, হাজী মহসিন সড়ক, চাঁদপুর 3600, Bangladesh",4.0,110.0,0.0
Abrar Hotel & Restuarent,"Stadium Rd, Chandpur, Bangladesh",4.2,10.0,0.0
রেড চিলি চাইনিজ রেস্টুরেন্ট,"অনন্যা মার্কেট (৩য় তলা), ছায়াবানীর মোড় (মাতৃপীঠ স্কুলের বিপরীতে মিশন রোড চাঁদপুর সদর, চাঁদপুর।, চাঁদপুর 3600, Bangladesh",3.9,1003.0,2.0
Cafe Jheel Hotel & Restaurant,"Elish Chator, স্টেডিয়াম রোড, চাঁদপুর, Bangladesh",3.9,260.0,0.0
Vuter Bari Restaurant Chandpur,"চাঁদপুর কলেজ মসজিদ, Mission Rd, Chandpur, Bangladesh",4.0,21.0,0.0
New Cafe Jheel Restaurant,"Main City Rd, Chandpur, Bangladesh",4.1,17.0,0.0
Aroma Restaurant and Cafe,"Shahid Muktijudda Road, Chandpur, Bangladesh",3.9,187.0,0.0
ক্যাফে জাহানারা হোটেল এন্ড রেস্টুরেন্টে,"6MJJ+637, Chandpur, Bangladesh",5.0,3.0,0.0
স্টার হোটেল এন্ড রেস্টুরেন্ট,"6MPH+RP3, Chandpur, Bangladesh",3.4,8.0,0.0
Western Kitchen Chandpur,"Press Club Road, কল্যাণপুর, Bangladesh",3.9,130.0,0.0
Grand City,"Shahid Muktijudda Road, Chandpur, Bangladesh",4.1,233.0,2.0
নিউ জমজম সুইটস এন্ড কনফেকশনারী,"পুরাতন বাসষ্ট্যান্ড, কুমিল্লা রোড, Chandpur, Bangladesh",4.0,2.0,0.0
Holly Food,"6MG5+X6F, Chandpur, Bangladesh",3.0,1.0,0.0
Govinda Restaurent,"Beside Kali Bari, Main City Rd, চাঁদপুর 3600, Bangladesh",4.0,22.0,0.0
Ruchi Restaurant,"Haji Mohsin Rd, Chandpur, Bangladesh",4.2,18.0,0.0
Four Star Hotel & Restaurant,"Pal Bazar Bridge, Chandpur 3600, Bangladesh",4.0,161.0,0.0
সুমন চটপটি ঘর,"Wireless Bus Station, কুমিল্লা - চাঁদপুর মহাসড়ক, চাঁদপুর, Bangladesh",5.0,2.0,0.0
পলাশ হোটেল এন্ড রেষ্টুরেন্ট,"6JFV+XVX, Chandpur, Bangladesh",4.0,4.0,0.0
স্পেশাল চপ আড্ডা,"পুরান বাজার লোহার পুল, Chandpur, Bangladesh",0.0,0.0,0.0
হোটেল রোজ ভ্যালী,"Bangabandu Rd, Chandpur, Bangladesh",0.0,0.0,0.0
Jagannath Bhojonaloy,"Kali Bari Rd, Main City Rd, চাঁদপুর, Bangladesh",5.0,1.0,0.0
জাহাঙ্গীর হোটেল,"Baharia, বঙ্গবন্ধু রোড, চাঁদপুর, Bangladesh",5.0,1.0,0.0
স্বপন স্টোর,"6JCW+HG9, Chandpur, Bangladesh",0.0,0.0,0.0
ভোজন রসিক রেস্টুরেন্ট,"Bangabandu Rd, Chandpur, Bangladesh",0.0,0.0,0.0
Burger Overloaded,"41 Guakhola Road, Chandpur 3600, Bangladesh",5.0,4.0,0.0
আবরার - রেষ্টুরেন্ট এন্ড কাবাব হাউজ,"Stadium Rd, Chandpur, Bangladesh",4.3,9.0,0.0
Adda Ghor (আড্ডা ঘর),"Guakhala Rd, Chandpur, Bangladesh",4.2,33.0,0.0
Cafe Corner,"Corner Plaza, শহীদ মুক্তিযোদ্ধা সড়ক, চাঁদপুর 3600, Bangladesh",3.9,173.0,0.0
Banarasi Darbaar restaurant,"6MJ7+R6G, Chandpur, Bangladesh",0.0,0.0,0.0
আবুল হোটেল এন্ড রেস্টুরেন্ট,"6MH7+RRF, Chandpur, Bangladesh",0.0,0.0,0.0
Play games,"bus station, Chandpur, Bangladesh",0.0,0.0,0.0
Rosuighor Chinese Restaurant & Part center,"Chittagong 3600, Bangladesh",0.0,0.0,0.0
ইলিশের বাড়ি চাঁদপুর,"Chandpur, Bangladesh",3.7,6.0,0.0
ক্যাফে শাহাদাত,"6MMC+MGQ, Chandpur, Bangladesh",0.0,0.0,0.0
রাইয়ান হোটেল এন্ড রেস্টুরেন্ট,"Chandpur 3600, Bangladesh",0.0,0.0,0.0
টোয়েন্টি টু টোয়েন্টি হোটেল এন্ড রেস্টুরেন্ট,"6MMC+Q7F, Chandpur, Bangladesh",0.0,0.0,0.0
রান্না বাড়ী রেস্টুরেন্ট,"6MMC+J8Q, Chandpur, Bangladesh",0.0,0.0,0.0
AMANA,"6MH3+7X7, Kollanpur, Bangladesh",0.0,0.0,0.0
Bangladesh corner restaurant,"Bangladesh corner restaurant, Kollanpur, Bangladesh",0.0,0.0,0.0
চাঁদপুর জেলা মুক্তা পানি,"পৌরসভার মার্কেট পালের বাজার, চাঁদপুর, Bangladesh",0.0,0.0,0.0
স্বপ্নপূরণ ফাস্টফুড এন্ড কনফেকশনারি,"6MJ6+8FP, Chandpur, Bangladesh",5.0,1.0,0.0
Azmir Hotel & Restaurant,"Mission Rd, Chandpur, Bangladesh",5.0,1.0,0.0
BITE 365,"Press Club Road, Beside Chandpur Press Club (Opposite of Chandpur Library), Chandpur Sadar, Chattogram, Bangladesh",5.0,4.0,0.0
Cafe Zaman,"Court Station, Chandpur, Bangladesh",1.0,1.0,0.0
Amena bhobon,"Bohordar Bari Rd, Chandpur, Bangladesh",4.0,4.0,0.0
A hotel,"Truck Rd, Kollanpur, Bangladesh",0.0,0.0,0.0
Tushar,"6MMC+X5J, Chandpur, Bangladesh",0.0,0.0,0.0
Kichukhon Hotel & Restaurant,"Kollanpur, Bangladesh",5.0,1.0,0.0
ভূতের বাড়ি চাইনিজ রেস্টুরেন্ট চাঁদপুর,"Islam Bhaban (ground floor Chandpur, চাঁদপুর 3600, Bangladesh",0.0,0.0,0.0
River Cuisine,"6MG5+R58, Chandpur, Bangladesh",4.0,5.0,0.0
Rasel,"Baytul Amin Mosque, Chandpur 3600, Bangladesh",0.0,0.0,0.0
Taj Hotel & Restaurant,"South Plaza, Shahid Muktijudda Road, Chandpur, Bangladesh",3.9,475.0,1.0
MiM tea steal,"6MC8+7PR, Kollanpur, Bangladesh",0.0,0.0,0.0
Lucky Sweets & Biriyani house,"Comilla Rd, Chandpur, Bangladesh",4.4,7.0,0.0
You Tube,"Chandpur 3600, Bangladesh",0.0,0.0,0.0
চাপ আড্ডা,"Adalat Para, Kollanpur, Bangladesh",0.0,0.0,0.0
Cafe 3,"6MC3+WCH, Chandpur, Bangladesh",4.2,5.0,0.0
উত্তর চর বড়ালী,"4PFX+C32, Faridganj, Bangladesh",5.0,4.0,0.0
Raja Mia Park,"4PMP+RV8, Faridganj, Bangladesh",3.8,50.0,0.0
Faridgonj 1 Star Hotel & Restaurant,"4PJW+474, Faridganj, Bangladesh",4.5,8.0,0.0
KhanaBazz খানাবাজ,"Unnamed Road, Bangladesh",5.0,2.0,0.0
One Star Restaurant And Chinese,"থানা রোড, Faridganj, Bangladesh",3.8,157.0,0.0
anas,"Faridgong Bus Stand, Road, Faridganj, Bangladesh",0.0,0.0,0.0
Shahi restaurent,"4PPW+G5H, Faridganj, Bangladesh",3.8,4.0,0.0
সালাম বিরিয়ানি হাউজ & হোটেল,"R140, Faridganj, Bangladesh",4.8,8.0,0.0
Goroya Hotel,"R140, Faridganj, Bangladesh",4.0,2.0,0.0
Hotel Mohsin Awlia,"4PJX+57W, Faridganj, Bangladesh",0.0,0.0,0.0
আরিফ টি স্টল,"নুরু চেয়ারম্যান এর বড়ীর সামনে, Faridganj, Bangladesh",3.5,2.0,0.0
হাজী নান্না বিরিয়ানী হাউজ,"Unnamed Road, Faridganj, Bangladesh",3.9,30.0,0.0
Hazi Hotel & Restaurant,"হাসপাতাল রোড, Faridganj, Bangladesh",3.8,73.0,0.0
Cafe Rajdhani Hotel,"4PJX+8C9, Faridganj, Bangladesh",3.4,17.0,0.0
ফার্ম,"4PWW+P23, Bangladesh",3.8,6.0,0.0
হাজীগঞ্জ বিরিয়ানী ঘর,"Hazigonj Bazar, Hajigonj, হাজীগঞ্জ, Bangladesh",5.0,16.0,0.0
হোটেল সিয়াম এন্ড সারাবেলা চা ঘর,"পশ্চিম মকিমাবাদ পৌর বাস টারমিনাল সি.এন.জি পাম্পের বিপরীতে, Haziganj 3610, Bangladesh",4.2,23.0,0.0
Nargis Food Pavilion,"7V22+CG4, Haziganj, Bangladesh",4.0,368.0,2.0
Gowsiya Highway Restaurant (গাউছিয়া হাইওয়ে রেস্টুরেন্ট),"R140, Haziganj 3610, Bangladesh",4.1,459.0,2.0
গাউছিয়া হাইওয়ে রেস্টুরেন্ট,"Comilla - Chandpur Hwy, Haziganj, Bangladesh",4.0,4.0,0.0
Hotel Gauchia,"7V23+983, Haziganj, Bangladesh",4.5,33.0,0.0
White House Kabab & Coffee,"Station Road, Z1044, হাজীগঞ্জ, Bangladesh",4.1,92.0,0.0
বিসমিল্লাহ হোটেল,"Unnamed Road, Haziganj, Bangladesh",0.0,0.0,0.0
Bashundhara Restaurant.,"7V22+8F4, Haziganj, Bangladesh",4.1,19.0,0.0
Oil free food restaurant,"Comilla - Chandpur Hwy, Haziganj, Bangladesh",0.0,0.0,0.0
মরহুম নজির মোল্লা সড়ক,"চাঁদ পুর, মোল্লা বাড়ি, হাজীগঞ্জ, Bangladesh",0.0,0.0,0.0
Food Lovers Party Centre Hajiganj,"Comilla - Chandpur Hwy, Haziganj, Bangladesh",4.1,76.0,0.0
"সৈকত শাহী বিরিয়ানী,ভাত ঘর এন্ড কফি হাউজ","Comilla - Chandpur Hwy, Haziganj, Bangladesh",4.5,6.0,0.0
Talukdar bari - RiponFood,"7R2J+6R7, Bangladesh",0.0,0.0,0.0
মোল্লা ট্রেডার্স,"7V22+GPF, ঝিনাইদহ, Bangladesh",0.0,0.0,0.0
হোটেল রাজমহল এন্ড সুইটস্,"7V23+9CJ, Haziganj, Bangladesh",0.0,0.0,0.0
Chad confectionery,"7R2V+688, Haziganj, Bangladesh",5.0,6.0,0.0
"Food Village (Chinese,Bangla & Kabab Restaurant)","Powro Bus Terminal,In Front of Mannan CNG gas pump.Hazigonj, হাজীগঞ্জ বাজার সেতু, হাজীগঞ্জ, Bangladesh",4.0,1.0,0.0
